name,slug,description,assets,facets,optionGroups,optionValues,sku,price,taxCategory,stockOnHand,trackInventory,variantAssets,variantFacets
Nước hoa Korloff Rose Oud EDP,nuoc-hoa-korloff-rose-oud-edp,"Hương đầu: Cây sim, cam.<br/>
Hương giữa: Dâu hồng, nhụy hoa nghệ tây, trầm hương, hoa hồng.<br/>
Hương cuối: Gỗ gai, bồ đề, gỗ Cashimere 
<p>Nước hoa Korloff Rose Oud EDP là một sáng tạo dành riêng cho hoàng tử người Oman - người sẽ dành hàng giờ cho việc đi dạo trên đường phố Old Town, đắm mình trong màu sắc và ánh sáng không thể so sánh. Để rồi Korloff tái tạo vẻ đẹp của kỳ quan dưới dạng trang sức tinh xảo cùng những đường trang trí uốn lượn đắp nổi bằng kim cương. Một trải nghiệm khó quên, đã mở đường cho Rose Oud, biểu hiện khứu giác của Phương Đông gợi cảm và bí ẩn.</p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2021/10/uri/1634182833.6601.jpg"" alt=""""/></p>
<p>Sự kết hợp ấm áp của gỗ trầm hương với sự thanh lịch của hoa hồng mang đến nét đặc trưng tinh tế cho Rose Oud. Hương đầu mở ra ra một khía cạnh của hương nhựa, tươi mới và trái cây pha trộn cam quýt với kim ngân. Tầng hương giữa hoàn toàn là hoa hồng được tiết lộ trong bầu không khí ấm áp của hạt tiêu hồng, nhụy hoa nghệ tây và gỗ trầm hương. Cuối cùng, đánh thức nét đặc trưng lôi cuốn và quyến rũ được xây dựng xung quanh sự kết hợp của gỗ.</p>
<p>Thiết kế mang tính biểu tượng với hình thức đơn giản là vẻ đẹp sang trọng nhất. Lấy cảm hứng từ vẻ đẹp của Korloff Noir, bộ sưu tập Mémoire tôn vinh linh hồn của thương hiệu bằng cách sử dụng màu đen bóng cho toàn bộ thiết kế. Một vật thể đa diện có khả năng tương phản tốt. Sau cùng, nắp từ hóa hoàn hảo được xếp thẳng hàng với chữ khắc trên chai. Logo với kiểu chữ đặc biệt, chữ O được cắt với góc 88 độ tạo thành hình con mắt, đồng thời tượng trưng cho viên kim cương đen 88 carat. Tầm nhìn đương đại thể hiện sự tinh tế cổ điển trong dòng các sản phẩm của bộ sưu tập Mémoire. </p>  ",https://www.thegioinuochoa.com.vn/image/get?file=item_product%2Fthumb1500x500%2F202305%2F230503_200123_764456.png,Sản phẩm:Nước hoa|Nhãn hiệu:Korloff|Giới tính:Unisex|Nồng độ:Eau De Parfum|Nhóm hương:Hương Phương Đông|Nhóm hương:Oriental|Phong cách:Sang Trọng|Phong cách:Quyến Rũ|Phong cách:Hấp Dẫn,,,3760251870353,4953000,standard,100,,,
Nước hoa Korloff Iris Doré EDP,nuoc-hoa-korloff-iris-dore-edp,"Hương đầu: Cam Bergamot, bưởi, oải hương<br/>
Hương giữa: Cây bách xù, tiêu hồng, hoa diên vĩ<br/>
Hương cuối: Vani, xạ hương ambrox, gỗ đàn hương, cỏ hương bài 
<p>Nước hoa Korloff Iris Doré EDP là những gì hoàn hảo nhất để miêu tả lại một đám cưới Ấn Độ tại Jaisalmer, thành phố được mệnh danh là  “Thành phố vàng”. Đặc biệt nữ trang cô dâu là kiệt tác cho một  tác phẩm chưa từng có với  hàng trăm viên kim cương trắng và vàng được  cắt với hình  dáng quả lê. Với ánh sáng màu mật ong và những tòa nhà đẹp, thành phố lột xác thành một  một thứ bùa mê  đối với những ai  nhìn thấy nó. Một cảnh khó quên chìm trong sự trỗi dậy mạnh mẽ của gợi cảm và hùng vĩ của Iris Dore.</p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2021/10/uri/1634182217.7951.jpg"" alt=""""/></p>
<p>Iris Dore tỏa ra hương thơm qua hai mặt ấm áp và tươi mới. Hương thơm mở ra sự bùng nổ của cam quýt ngon ngọt và lấp lánh với cam bergamot và bưởi. Hương giữa được phóng đại với hoa diên vĩ và sự kết hợp chút cay nhẹ của cây bách xù và hạt tiêu hồng. Con đường mòn cuối cùng trở nên ấm áp, mềm mại và quyến rũ qua vani, xạ hương ambrox và gỗ đàn hương.</p>
<p>Thiết kế mang tính biểu tượng với hình thức đơn giản là vẻ đẹp sang trọng nhất. Lấy cảm hứng từ vẻ đẹp của Korloff Noir, bộ sưu tập Mémoire tôn vinh linh hồn của thương hiệu bằng cách sử dụng màu đen bóng cho toàn bộ thiết kế. Một vật thể đa diện có khả năng tương phản tốt. Sau cùng, nắp từ hóa hoàn hảo được xếp thẳng hàng với chữ khắc trên chai. Logo với kiểu chữ đặc biệt, chữ O được cắt với góc 88 độ tạo thành hình con mắt, đồng thời tượng trưng cho viên kim cương đen 88 carat. Tầm nhìn đương đại thể hiện sự tinh tế cổ điển trong dòng các sản phẩm của bộ sưu tập Mémoire. </p> ",https://www.thegioinuochoa.com.vn/image/get?file=item_product%2Fthumb1500x500%2F202305%2F230503_200123_651243.png,Sản phẩm:Nước hoa|Nhãn hiệu:Korloff|Giới tính:Unisex|Nồng độ:Eau De Parfum|Nhóm hương:Hương Cam Chanh|Nhóm hương:Citrus|Phong cách:Quyến Rũ|Phong cách:Sang Trọng|Phong cách:Tinh Tế,,,3760251870414,4953000,standard,100,,,
Nước hoa Korloff Écorce D' Argent EDP,nuoc-hoa-korloff-ecorce-d-argent-edp,"Hương đầu: Cam Bergamot, tiêu hồng<br/>
Hương giữa: Tinh chất cây bách, Tinh chất cỏ hương bài Vertiver<br/>
Hương cuối: Xạ hương, gỗ đàn hương 
<p>Nước hoa Korloff Écorce D&#39; Argent EDP dành cho cả nam và nữ được ra mắt trong bộ sưu tập Mémoire năm 2018 của thương hiệu đình đám Korloff. Tìm kiếm cảm hứng trong bầu không khí xạ hương của Cung điện Peterhof, lơ lửng giữa kiến ​​trúc hùng vĩ của nước Nga bất tử và ngông cuồng của những quả bóng lớn từ quá khứ và hiện tại. Vĩnh cửu và năng lượng va chạm trong Korloff Écorce D&#39; Argent EDP, như cách họ làm sơn mài đen và đồ trang sức kim cương được tạo ra cho các dịp.</p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2021/10/uri/1634181613.8746.jpg"" alt=""""/></p>
<p>Hương thơm này tỏa ra mạnh mẽ trên vị cay tươi qua cam bergamot và tiêu hồng. Tiếp đến là nốt hương giữa với hương  gỗ được sáng tạo xung quanh cỏ vetiver, tỏa ra làn khói bí ẩn của nó. Sau đó hương gỗ ở tầng hương giữa thật sâu sắc được xây dựng bởi cỏ hương bài, phả vào sự huyền bí. Gỗ trầm hương và gỗ đàn hương khô  cằn của Ecorced D’Argent khuếch tán một dấu vết đáng nhớ thật mềm mại và gợi cảm.</p>
<p>Thiết kế mang tính biểu tượng với hình thức đơn giản là vẻ đẹp sang trọng nhất. Lấy cảm hứng từ vẻ đẹp của Korloff Noir, bộ sưu tập Mémoire tôn vinh linh hồn của thương hiệu bằng cách sử dụng màu đen bóng cho toàn bộ thiết kế. Một vật thể đa diện có khả năng tương phản tốt. Sau cùng, nắp từ hóa hoàn hảo được xếp thẳng hàng với chữ khắc trên chai. Logo với kiểu chữ đặc biệt, chữ O được cắt với góc 88 độ tạo thành hình con mắt, đồng thời tượng trưng cho viên kim cương đen 88 carat. Tầm nhìn đương đại thể hiện sự tinh tế cổ điển trong dòng các sản phẩm của bộ sưu tập Mémoire.</p> ",https://www.thegioinuochoa.com.vn/image/get?file=item_product%2Fthumb1500x500%2F202305%2F230503_200123_531812.png,Sản phẩm:Nước hoa|Nhãn hiệu:Korloff|Giới tính:Unisex|Nồng độ:Eau De Parfum|Nhóm hương:Hương Thơm Cây Cỏ Tự Nhiên|Nhóm hương:Aromatic Green|Phong cách:Nồng Nàn|Phong cách:Quyến Rũ|Phong cách:Sang Trọng,,,3760251870384,4953000,standard,100,,,
Nước hoa Korloff Cuir Mythique EDP,nuoc-hoa-korloff-cuir-mythique-edp,"Hương đầu: Cây bách xù, cây thông, quýt mandarin<br/>
Hương giữa: Gừng, nhựa cây, hoa diên vĩ<br/>
Hương cuối: Da thuộc 
<p>Nước hoa Korloff Cuir Mythique EDP được miêu tả như một chuyến đi hấp dẫn trên tuyến đường sắt xuyên Siberia để săn lùng những viên đá quý đặc biệt ở trung tâm nước Nga. Một hành trình để lại dấu vết không thể xóa nhòa, truyền cảm hứng cho một tác phẩm táo bạo kết hợp một tác phẩm với viên kim cương màu vàng 23 cara.</p>
<p>Cũng như một mùi hương với một nhân vật không khoan nhượng, Cuir Mythique, toát lên sức mạnh và sự linh hoạt, nhưng cũng có cảm giác tươi mới của sự cởi mở về vùng đất xa mà mắt có thể nhìn thấy. Trong một làn khói thơm bốc lên, Cuir Mythique toát ra một hơi ấm ám ảnh, hơi ám khói.</p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2021/10/uri/1634180696.771.jpg"" alt=""""/></p>
<p>Hương đầu, tươi mát và bổ, được nhuốm một hỗn hợp gỗ và nhựa cây thông với cây bách xù và quýt. Tại tầng hương giữa, khía cạnh bột của hoa irit đáp ứng tông màu xanh của nhựa và các nốt hương tươi và cay của gừng chuyển sang một hỗn hợp thanh lịch và bí ẩn. Cuối cùng, sự phù hợp độc đáo trong cơ sở, một mùi hương da khói với các nốt hương của mực, cho thấy độ lưu hương lâu và tinh tế.</p>
<p>Thiết kế mang tính biểu tượng với hình thức đơn giản là vẻ đẹp sang trọng nhất. Lấy cảm hứng từ vẻ đẹp của Korloff Noir, bộ sưu tập Mémoire tôn vinh linh hồn của thương hiệu bằng cách sử dụng màu đen bóng cho toàn bộ thiết kế. Một vật thể đa diện có khả năng tương phản tốt. Sau cùng, nắp từ hóa hoàn hảo được xếp thẳng hàng với chữ khắc trên chai. Logo với kiểu chữ đặc biệt, chữ O được cắt với góc 88 độ tạo thành hình con mắt, đồng thời tượng trưng cho viên kim cương đen 88 carat. Tầm nhìn đương đại thể hiện sự tinh tế cổ điển trong dòng các sản phẩm của bộ sưu tập Mémoire.</p> ",https://www.thegioinuochoa.com.vn/image/get?file=item_product%2Fthumb1500x500%2F202305%2F230503_200123_416482.png,Sản phẩm:Nước hoa|Nhãn hiệu:Korloff|Giới tính:Unisex|Nồng độ:Eau De Parfum|Nhóm hương:Hương Da Thuộc|Nhóm hương:Leather|Phong cách:Bí Ẩn|Phong cách:Thanh Lịch|Phong cách:Cuốn Hút,,,3760251870322,4953000,standard,100,,,
Nước hoa White Fusion Private Collection By Lomani EDP,nuoc-hoa-white-fusion-private-collection-by-lomani-edp,"Hương đầu: Cam Bergamot, chanh<br/>
Hương giữa: hoa nhài, hoa hồng, trà xanh<br/>
Hương cuối: gỗ tuyết tùng, gỗ đàn hương và xạ hương 
<p>Hương thơm tươi mát ở nốt hương đầu kết hợp hoàn hảo với các note hương cuối của gỗ. Bộ đôi hương hoa tạo nên một hương thơm rực rỡ và tràn đầy năng lượng. Hương hoa nhài hòa hợp tuyệt vời với hương hoa hồng thanh lịch. Sau đó chúng được kết nối với mùi hương của những khu rừng hùng vĩ và tinh tế với gỗ tuyết tùng và gỗ đàn hương. Phần vỏ chai màu trắng sữa cũng là một điểm nhấn được đánh giá cao - hiện thân của sự quyến rũ đương đại mới mẻ.</p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2021/04/uri/1618209268.5562.png"" alt=""""/></p>
<p> </p> ",https://www.thegioinuochoa.com.vn/image/get?file=item_product%2Fthumb1500x500%2F202305%2F230503_200109_277509.png,Sản phẩm:Nước hoa|Nhãn hiệu:Parour|Giới tính:Unisex|Bộ sưu tập:Lomani|Nồng độ:Eau De Parfum|Nhóm hương:Hương Cam Chanh Thơm Ngát|Nhóm hương:Citrus Aromatic|Phong cách:Tươi Mát|Phong cách:Thanh Lịch|Phong cách:Tinh Tế,size,100ml Eau de parfum,3610400036805,1590000,standard,100,,,
,,,,,,100ml Eau de parfum,PR0046,2390000,standard,100,,,
Nước hoa Spice Addict Private Collection By Lomani EDP,nuoc-hoa-spice-addict-private-collection-by-lomani-edp,"Hương đầu: tiêu hồng, trầm hương<br/>
Hương giữa: quế, nhục đậu khấu, nhựa cây elemi, nhụy hoa nghệ tây (saffron)<br/>
Hương cuối: nhựa thơm, hổ phách, vanilla, xạ hương, gỗ Gaiac, hoắc hương, thuốc lá<br/>
 
<p>Là sự pha trộn tuyệt vời giữa sự mạnh mẽ, gợi cảm của gia vị và hương rừng sâu thẳm. Sự kết hợp rực rỡ của nguyên liệu thô mang lại nét đặc trưng cho dòng nước hoa này. Người sáng tạo mùi huơng đã lựa chọn khai thác các thế mạnh của gỗ, điển hình như Gaiac và Patchoul mang lại sự độc đáo và chiều sâu cho hương thơm. Tất cả tạo nên sự ấm áp và làm tôn lên các đặc trưng của hương thuốc lá - Một hương thơm gây nghiện đầy gợi cảm.</p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2021/04/uri/1618207726.3667.png"" alt=""""/></p> ",https://www.thegioinuochoa.com.vn/image/get?file=item_product%2Fthumb1500x500%2F202305%2F230503_200109_031983.png,Sản phẩm:Nước hoa|Nhãn hiệu:Parour|Giới tính:Unisex|Bộ sưu tập:Lomani|Nồng độ:Eau De Parfum|Nhóm hương:Hương Phương Đông|Nhóm hương:Oriental|Phong cách:Nồng Nàn|Phong cách:Gợi Cảm|Phong cách:Tinh Tế,size,100ml Eau de parfum,3610400036812,1590000,standard,100,,,
,,,,,,100ml Eau de parfum,PR0048,2390000,standard,100,,,
Nước hoa Black Storm Private Collection By Lomani For Men EDP,nuoc-hoa-black-storm-private-collection-by-lomani-for-men-edp,"Hương đầu: Cam Bergamot, chanh, tiêu hồng<br/>
Hương giữa: các loại trái cây màu vàng, táo, hương thảo<br/>
Hương cuối: Da thuộc, trầm hương, xạ hương, hoắc hương, long diên hương, rêu sồi 
<p>Là biểu tượng của sự nam tính, vừa mạnh mẽ vừa mềm mại, Black Storm toát lên mùi hương thanh lịch và độc đáo. Nốt hương đầu mở ra mùi hương tươi mát và hơi cay trước khi chuyển sang nốt hương kế với phiên bản hương trái cây. Sức mạnh của note hương này nằm ở  trầm hương và cả da thuộc. Một loại nước hoa gây nghiện đến từ kinh đô ánh sáng có khả năng lưu hương đến sau bình minh.</p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2021/04/uri/1618207115.0861.png"" alt=""""/></p> ",https://www.thegioinuochoa.com.vn/image/get?file=item_product%2Fthumb1500x500%2F202305%2F230503_200108_785587.png,Sản phẩm:Nước hoa|Nhãn hiệu:Parour|Giới tính:Unisex|Bộ sưu tập:Lomani|Nồng độ:Eau De Parfum|Nhóm hương:Hương Thơm Dương Xỉ|Nhóm hương:Aromatic Fougere|Phong cách:Nam Tính|Phong cách:Lịch Lãm|Phong cách:Quyến Rũ,size,100ml Eau de parfum,3610400036799,1590000,standard,100,,,
,,,,,,100ml Eau de parfum,PR0044,2390000,standard,100,,,
Nước hoa Tommy Hilfiger Impact For Men EDT,nuoc-hoa-tommy-hilfiger-impact-for-men-edt,"Hương chính: Cam chanh, Hương gỗ, Akigalawood, Hổ phách, Coca, Xạ hương 
<p>Thế nào là cảm giác thật sự ấn tượng trước một mùi hương? Là khi ai đó mang mùi hương vào không gian của bạn, bắt đầu chiếm lĩnh lấy từng ngóc ngách và bạn không thể nào làm gì khác ngoài việc đứng đó, chứng kiến chúng lan tỏa trong không trung và tận hưởng từng tông vị một.</p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2021/03/uri/1614738336.6633.jpg"" alt=""""/></p>
<p>Với Impact Tommy Hilfiger, mùi hương không chỉ dừng ở việc lan tỏa, mà còn thấm đẫm cả những khứu giác tham lam chưa bao giờ ngừng tìm kiếm điều mới mẻ. Giây phút đầu tiên, khi bạn nhận ra sự xuất hiện của Cam chanh thanh mát đang chạy dọc khắp sóng mũi thì cũng đừng vội vàng tán dương cho sự trẻ trung này. Bởi rất nhanh sau đó, khi Hương gỗ nhanh chóng soán ngôi và thắng thế, bầu không khí sẽ nhanh chóng biến bạn thành quân cờ trong chính trò chơi mùi hương khiến cho bạn phải ráo riết có thêm chút nồng nàn, nam tính khó cưỡng này.<br/><br/>Nhấn nhá với chút Hổ phách, mềm mại thêm chút Xạ hương, e rằng bây giờ Impact Tommy Hilfiger không chỉ lửng lơ xung quanh, mà còn tồn tại cả trong tiềm thức của riêng bạn rồi.</p> ",https://www.thegioinuochoa.com.vn/image/get?file=item_product%2Fthumb1500x500%2F202305%2F230503_200100_403234.png,Sản phẩm:Nước hoa|Nhãn hiệu:Tommy Hilfiger|Giới tính:Nam|Xuất xứ:Mỹ|Nồng độ:Eau De Toilette|Nhóm hương:Hương Cam Chanh|Nhóm hương:Citrus|Phong cách:Mạnh Mẽ|Phong cách:Nam Tính|Phong cách:Tươi Mới,size,100ml Eau de toilette,22548420126,1690000,standard,100,,,
,,,,,,4ml Eau de toilette (Mini),22548422854,345000,standard,100,,,
Nước hoa CK Everyone EDT,nuoc-hoa-ck-everyone-edt,"Hương đầu: tinh dầu cam, gừng<br/>
Hương giữa: blue tea accord, watery notes<br/>
Hương cuối: Hoàng đàn, Hoắc hương và hổ phách 
<p>Calvin Klein vừa cho ra mắt đứa con “sinh sau đẻ muộn” CK Free Everyone vào tháng 2 năm 2020. Mở ra một chương lịch sử mới cho của dòng nước hoa Unisex CK One từ năm 1994. CK Free Everyone tượng trưng cho tinh thần của thế hệ mới, tự do ngôn luận và tinh thần hòa nhập.</p>
<p>Calvin Klein Everyone với mùi hương hoàn toàn tự nhiên, mát mẻ, dễ chịu và nịnh mũi. Là chai nước hoa duy nhất của CK mang mác Vegan ( Vegan – nước hoa được cam kết không thử nghiệm trên động vật, có nguồn gốc hoàn toàn tự nhiên và mang chủ nghĩa “thuần chay”).</p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2020/12/uri/1606905242.764.jpg"" alt=""""/></p>
<p>Dựa trên di sản huyền thoại CK One, EVERYONE lại mang “làn gió” tươi mát từ cam quýt và gỗ. Khai mở bằng những điều dịu êm, ngự trị trên làn da là thứ hương thơm tươi mát của tinh dầu cam và cân bằng hương theo sự ấm áp của gừng. Tạo nên một khởi đầu đầy đắn đo và năng lượng tích cực cho một ngày làm việc. Được làm từ rượu có nguồn gốc tự nhiên và được truyền với các thành phần có nguồn gốc từ tự nhiên tạo nên mùi hương đầu tiên của Calvin Klein. Các lớp dầu cam hữu cơ hoà với trà xanh và một lớp gỗ tuyết tùng, tạo ra một mùi khó lòng cưỡng lại.</p>
<p>Dẫn dắt theo đó là những điều sảng khoái, hào sảng đến từ blue tea accord và water notes, một trong những loại hình hương năng động, lan tỏa động lực cho những người xung quanh.<br/>Cuối cùng là tinh thần hòa nhập sáng tạo từ hoàng đàn, mang cả một năng lượng của 1 thời tuổi trẻ mới, những suy nghĩ táo bạo, “dám nghĩ dám làm” đã được trọn vẹn bởi Hoắc hương và hổ phách.</p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2020/12/uri/1606905237.1825.jpg"" alt=""""/></p> ",https://www.thegioinuochoa.com.vn/image/get?file=item_product%2Fthumb1500x500%2F202305%2F230503_200048_084587.png,Sản phẩm:Nước hoa|Nhãn hiệu:Calvin Klein|Giới tính:Nam|Xuất xứ:Mỹ|Phát hành:2020|Nồng độ:Eau De Toilette|Nhóm hương:Hương Thơm Biển|Nhóm hương:Aromatic Aquatic|Phong cách:Tươi Mới|Phong cách:Tinh Tế|Phong cách:Nổi Bật,size,200ml Eau de toilette,3614229656152,1990000,standard,100,,,
,,,,,,100ml Eau de toilette,3614229656145,1590000,standard,100,,,
,,,,,,100ml Eau de toilette (Tester),3614229656169,1980000,standard,100,,,
,,,,,,50ml Eau de toilette,3614229656138,1090000,standard,100,,,
,,,,,,10ml Eau de parfum (Mini),3614229387360,495000,standard,100,,,
Nước hoa Jardins Du Sud by Fouquet's EDT,nuoc-hoa-jardins-du-sud-by-fouquets-edt,"Hương đầu: Cam Bergamot, Quả chanh, Hoa cam, Hạt đậu khấu<br/>
Hương cơ thể: Lavander, Cây húng quế, Cây xô thơm, Hoa nhài<br/>
Hương khô: Cây sồi, Cỏ Vetiver, Hổ phách 
<p>Jardins du Sud EDT dành cho cả nam và nữ (unisex). Một hương thơm tuyệt vời với cam quýt (với hương hoa nhài ở trung tâm và hương rêu sồi gỗ cỏ vetiver) được gia vị bởi chùm hoa oải hương thơm đặc trưng của vùng Provence đầy nắng.</p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2020/08/uri/1598868544.2474.png"" alt=""""/></p>
<p>Chai nặng, chất lượng cao có đường nét hiện đại và hình dáng đẹp. Nó được trang trí bằng vecni kim loại và dập nóng có kết cấu tinh xảo. Nắp, được làm bằng hợp kim kim loại tinh tế, nâng cao thiết kế tinh tế của chai.</p>
<p> </p> ",https://www.thegioinuochoa.com.vn/image/get?file=item_product%2Fthumb1500x500%2F202305%2F230503_200021_026353.png,Sản phẩm:Nước hoa|Nhãn hiệu:Parour|Giới tính:Unisex|Bộ sưu tập:Fouquet’s|Nồng độ:Eau De Toilette|Nhóm hương:Hương Síp|Nhóm hương:Chypre|Phong cách:Sang Trọng|Phong cách:Quý Phái|Phong cách:Thanh Lịch|Phong cách:Tinh Tế,size,90ml Eau de toilette,3610400001889,613000,standard,100,,,
,,,,,,50ml Eau de toilette,3610400001896,438000,standard,100,,,
,,,,,,50ml Eau de toilette (Tester),PR0026,1450000,standard,100,,,
Nước hoa CK ALL for women & men,nuoc-hoa-ck-all-for-women-and-men,"Hương đầu: Quả quýt hồng, cam bergamot, hoa bưởi.<br/>
Hương giữa: Hoa nhài, hoa huệ, cây đại hoàng.<br/>
Hương cuối: Hổ phách, xạ hương, cỏ hương bài. 
<p style=""text-align: justify;"">Nhà Calvin Klein tiếp tục giới thiệu dòng sản phẩm unisex mới có tên gọi <strong>CK All</strong> vào tháng 2 năm 2017. <strong>CK All</strong> không phải là phiên bản giới hạn và đây là đàn em thứ 3 trong bộ 3 sản phẩm <strong>CK One</strong> ra đời từ 1994 và <strong>CK Be</strong> ra đời năm 1996. Thông điệp của dòng sản phẩm là: &#34;Be One. Be All. Just Be.&#34; một cách khéo léo giới thiệu tên của từng dòng nước hoa trong bộ ba này.</p>
<p style=""text-align: justify;""><img class=""img-thumbnail img-price"" src=""/uploads/default%2F2017%2F09%2F15049232550.jpg"" alt=""""/></p>
<p style=""text-align: justify;"">Nước hoa <strong>CK All</strong> khởi đầu với một sự kết hợp hài hòa của quả quýt hồng, cam Bergamot, hoa bưởi mang lại sự tươi mát khó cưỡng. Mùi hương ở lớp hương đầu rất nhẹ nhàng và thư giãn, có tác dụng vực dậy tinh thần. Hương giữa mang tông hương ngọt ngào của hoa nhài, hoa huệ và cây đại hoàng. Hương cuối cùng mơn mang vương vấn trên là da của bạn là sự trở mình tinh tế cùng xa hương và hổ phách trầm, ấm áp trộn lẫn hương cỏ hương bài tươi mát đầy phấn khích giúp cân bằng hỗn hợp nước hoa và thêm vào một chút cảm giác gợi cảm và ấm cúng.</p>
<p style=""text-align: justify;""><img class=""img-thumbnail img-price"" src=""/uploads/default%2F2017%2F09%2F15049231670.png"" alt=""""/></p>
<p style=""text-align: justify;"">Đặc trưng nổi bật của dòng nước hoa unisex <strong>CK All</strong> là thiết kế tối giản, có thể dùng được cho cả nam lẫn nữ. Chai nước hoa <strong>CK All</strong><strong> </strong>được tạo ra bởi Alberto Morillas và Harry Fremont trong một thiết kế tương tự các phiên bản trước với chai thủy tinh đơn giản màu trắng đục, cùng tên thương hiệu và tên nước hoa đơn giản bên trên.</p>
<p style=""text-align: center;""><img class=""img-thumbnail img-price"" src=""/uploads/default%2F2017%2F09%2F15049231671.jpg"" alt=""""/></p> ",https://www.thegioinuochoa.com.vn/image/get?file=gallery%2Furi%2F202305%2F230503_202206_483811.jpg|https://www.thegioinuochoa.com.vn/image/get?file=gallery%2Furi%2F202305%2F230503_202206_605113.jpg,Sản phẩm:Nước hoa|Nhãn hiệu:Calvin Klein|Giới tính:Unisex|Xuất xứ:Mỹ|Phát hành:2017|Nồng độ:Eau De Toilette|Nhà pha chế:Alberto Morillas|Nhà pha chế:Harry Fremont|Nhóm hương:Hương Cam Chanh|Nhóm hương:Citrus|Phong cách:Tươi Mát|Phong cách:Tự Tin|Phong cách:Thu Hút,size,200ml Eau de toilette,3614223164462,1890000,standard,100,,,
,,,,,,100ml Eau de toilette,3614223162963,1490000,standard,100,,,
,,,,,,100ml Eau de toilette (Tester),3614223163083,1595000,standard,100,,,
